Time,sensorLL,sensorCL,sensorCR,sensorRR,motorL,motorR
16480.0,35.0,46.0,35.0,32.0,0.0,100.0
16522.0,34.0,50.0,33.0,32.0,30.0,90.0
16563.0,35.0,44.0,34.0,32.0,30.0,90.0
16605.0,34.0,45.0,34.0,32.0,30.0,90.0
16646.0,33.0,44.0,34.0,31.0,30.0,90.0
16688.0,33.0,45.0,37.0,31.0,30.0,90.0
16730.0,33.0,37.0,89.0,32.0,100.0,0.0
16771.0,33.0,32.0,156.0,33.0,90.0,30.0
16814.0,34.0,32.0,111.0,32.0,90.0,30.0
16857.0,33.0,34.0,96.0,32.0,90.0,30.0
16898.0,34.0,37.0,337.0,32.0,90.0,30.0
16941.0,33.0,45.0,37.0,32.0,0.0,100.0
16982.0,34.0,44.0,35.0,32.0,30.0,90.0
17024.0,34.0,46.0,35.0,32.0,30.0,90.0
17066.0,34.0,48.0,35.0,32.0,30.0,90.0
17107.0,34.0,46.0,36.0,32.0,30.0,90.0
17149.0,34.0,42.0,42.0,32.0,100.0,10.0
17192.0,34.0,38.0,61.0,32.0,100.0,0.0
17233.0,34.0,41.0,42.0,31.0,10.0,100.0
17276.0,33.0,44.0,37.0,31.0,0.0,100.0
17316.0,34.0,44.0,41.0,32.0,100.0,10.0
17359.0,33.0,38.0,51.0,32.0,100.0,0.0
17401.0,33.0,43.0,41.0,31.0,10.0,100.0
17443.0,33.0,46.0,35.0,32.0,0.0,100.0
17485.0,33.0,45.0,35.0,32.0,30.0,90.0
17527.0,33.0,41.0,45.0,32.0,100.0,10.0
17569.0,33.0,37.0,56.0,32.0,100.0,0.0
17611.0,34.0,40.0,44.0,31.0,90.0,30.0
17653.0,33.0,46.0,35.0,32.0,0.0,100.0
17694.0,34.0,46.0,34.0,32.0,30.0,90.0
17736.0,34.0,45.0,34.0,32.0,30.0,90.0
17777.0,33.0,46.0,34.0,32.0,30.0,90.0
17819.0,34.0,44.0,33.0,32.0,30.0,90.0
17861.0,34.0,46.0,34.0,32.0,30.0,90.0
17902.0,33.0,46.0,35.0,32.0,30.0,90.0
17944.0,34.0,45.0,36.0,32.0,30.0,90.0
17986.0,34.0,40.0,42.0,33.0,100.0,0.0
18027.0,33.0,38.0,63.0,33.0,90.0,30.0
18069.0,34.0,44.0,40.0,32.0,0.0,100.0
18110.0,34.0,47.0,35.0,32.0,30.0,90.0
18152.0,33.0,46.0,36.0,32.0,30.0,90.0
18194.0,34.0,43.0,37.0,32.0,30.0,90.0
18235.0,33.0,46.0,40.0,34.0,30.0,90.0
18277.0,33.0,40.0,44.0,32.0,100.0,0.0
18319.0,33.0,39.0,109.0,32.0,90.0,30.0
18361.0,32.0,41.0,48.0,32.0,10.0,100.0
18404.0,33.0,44.0,43.0,32.0,60.0,60.0
18445.0,33.0,40.0,151.0,32.0,100.0,0.0
18488.0,33.0,40.0,61.0,33.0,90.0,30.0
18530.0,34.0,42.0,41.0,32.0,10.0,100.0
18572.0,34.0,48.0,36.0,33.0,0.0,100.0
18614.0,32.0,45.0,47.0,32.0,100.0,10.0
18657.0,33.0,38.0,62.0,33.0,100.0,0.0
18698.0,33.0,35.0,225.0,33.0,90.0,30.0
18741.0,32.0,33.0,205.0,45.0,100.0,0.0
18783.0,33.0,32.0,123.0,257.0,100.0,0.0
18827.0,33.0,31.0,46.0,277.0,100.0,0.0
18870.0,33.0,32.0,39.0,257.0,100.0,0.0
18912.0,34.0,32.0,37.0,224.0,100.0,0.0
18955.0,34.0,32.0,36.0,208.0,100.0,0.0
18998.0,36.0,34.0,44.0,416.0,70.0,50.0
19040.0,33.0,32.0,40.0,197.0,100.0,0.0
19083.0,32.0,31.0,40.0,162.0,100.0,0.0
19126.0,33.0,32.0,60.0,38.0,0.0,100.0
19167.0,33.0,32.0,133.0,33.0,90.0,30.0
19210.0,33.0,33.0,117.0,32.0,90.0,30.0
19253.0,34.0,39.0,52.0,32.0,90.0,30.0
19294.0,33.0,45.0,34.0,31.0,0.0,100.0
19336.0,41.0,45.0,34.0,33.0,0.0,100.0
19377.0,44.0,42.0,33.0,32.0,0.0,100.0
19419.0,37.0,42.0,33.0,32.0,79.0,41.0
19461.0,34.0,47.0,35.0,32.0,30.0,90.0
19502.0,35.0,45.0,34.0,32.0,30.0,90.0
19544.0,34.0,48.0,35.0,32.0,30.0,90.0
19586.0,33.0,43.0,43.0,32.0,100.0,10.0
